Name,About,Url_image,Adapts Well To Apartment Living,Good For Novice Owners,Sensitivity Level,Tolerates Being Alone,Tolerates Cold Weather,Tolerates Hot Weather,Adaptability,Affectionate With Family,Kid-Friendly,Dog Friendly,Friendly Toward Strangers,All Around Friendliness,Amount Of Shedding,Drooling Potential,Easy To Groom,General Health,Potential For Weight Gain,Size,Health And Grooming Needs,Easy To Train,Intelligence,Potential For Mouthiness,Prey Drive,Tendency To Bark Or Howl,Wanderlust Potential,Trainability,Energy Level,Intensity,Exercise Needs,Potential For Playfulness,Physical Needs,Dog Breed Group,Height,Weight,Life Span
Old English Sheepdog,"The Old English Sheepdog is a large, athletic dog breed with an unmistakable shaggy coat. The Old English Sheepdog was historically a drover, helping farmers drive cattle and sheep to the market. Today, the good-natured Old English Sheepdog enjoys the comfort of home life and still competes in conformation, obedience, agility, and herding trials. He’s an adaptable, intelligent dog with an easygoing disposition.",https://cdn3-www.dogtime.com/assets/uploads/2011/01/file_23190_old-english-sheepdog-460x290.jpg,5,4,4,2,4,2,4,5,4,4,4,4,1,4,1,4,4,4,3,3,4,2,3,1,2,3,4,3,4,4,4,Herding Dogs,,,4.99
Mutt,"A mixed- breed dog is a testament to nature. Without any input — some might say interference — from humans, the mixed breed defies description. Available in all sizes, shapes, colors, and patterns, he might have a long snout or a short nose. He may display prick ears or floppy ones. He could have a stubby tail, spindly legs, a giant spot over his left eye — or all three. A divine inspiration, the mixed breed is gloriously, wonderfully someone else’s design. And as the ultimate family dog, the mixed breed excels where the purebred lacks. Drawing from a broader, more diverse gene pool, his intensity is softer than his pedigreed cousins, his drives and compulsions mercifully muted. The Mutt’s loyalty, warmth, and deep desire to please, however, remain as fiercely intact as any dog you could choose to create.",https://cdn3-www.dogtime.com/assets/uploads/2011/01/file_23228_mutt-460x290.jpg,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,Mixed Breed Dogs,,,11.5
Peekapoo,A Peekapoo is a wonderful companion dog who will spend his days perched on your lap or sitting by your side. He’s loyal and affectionate and can be quite protective of the people he loves — which tends to be hilarious in such a small dog breed .,https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_23222_peekapoo-460x290.jpg,5,5,4,2,3,2,4,5,4,4,3,4,2,1,2,3,4,1,2,3,4,4,3,4,1,3,3,2,3,4,3,Hybrid Dogs,27.94,5.44,12.5
Norwich Terrier,The Norwich Terrier originated as a ratter on farms but moved up in the world to bolt foxes from their dens during hunts. Today he’s an amusing companion who serves double duty by keeping your home and yard free of rats and other vermin.,https://cdn2-www.dogtime.com/assets/uploads/2011/01/file_23078_norwich-terrier-460x290.jpg,5,3,4,2,4,4,4,5,5,5,5,5,2,1,2,4,5,1,3,4,4,4,3,4,4,4,5,4,4,5,5,Terrier Dogs,25.4,5.44,12.0
Norwegian Elkhound,"The gorgeous Norwegian Elkhound dog breed , with their wolf-like face, delights in life. Smart as can be, they also have a wonderful sense of humor. They’ll race you around the kitchen island, reverse directions when you do, and then howl for sheer fun. Even though these are purebred dogs, some may still end up in the care of shelters or rescues. Consider adoption if this is the breed for you. Bold, energetic, and protective, the Norwegian Elkhound makes an excellent watchdog and guardian. Elkhounds are utterly devoted to their families. When you’re upset, this tenderhearted Viking will plop their head on your lap. Adaptable and affectionate, both experienced pet parents and novices will find it easy to fall in love with these dogs. Just make sure you can provide plenty of exercise to meet their high energy levels. Oh, and prepare to deal with quite a bit of shedding. DogTime recommends this dog bed to give a good night’s sleep to your medium-sized Norwegian Elkhound. You should also pick up this dog de-shedder for your high shedding pup! See all Norwegian Elkhound dog breed facts and characteristics below! More articles that will interest you:",https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_23032_norwegian-elkhound-460x290.jpg,4,4,4,2,5,3,4,5,4,4,4,4,5,1,3,4,4,3,3,2,4,3,4,4,4,4,5,3,5,4,4,Hound Dogs,49.53,,6.12
Norfolk Terrier,"The Norfolk Terrier is what’s considered a “big dog in a small package.” Alert, gregarious, and nimble, he’s a loyal companion with the heart of a working terrier.",https://cdn2-www.dogtime.com/assets/uploads/2011/01/file_23076_norfolk-terrier-460x290.jpg,4,5,4,3,4,4,4,5,4,5,4,5,1,1,4,5,5,1,3,5,4,2,1,3,4,3,4,4,4,5,4,Terrier Dogs,,5.22,13.5
Neapolitan Mastiff,"The Neapolitan Mastiff dog breed was developed in southern Italy as a family and guard dog. Today this massive breed is known as a gentle giant. Some fans of the breed affectionately call them the Neo, and others know them as Mastino. Although these are purebred dogs, you may still find them in shelters and rescues. Remember to adopt! Don’t shop if this is the breed for you. Neapolitan Mastiffs may not be the best choice for novice dog owners or apartment dwellers. Their massive size means they need space and confident training to thrive. However, if you can handle their needs and a bit of drool, you’ll find a loving, loyal companion who loves the whole family! DogTime recommends this big, spacious crate to give your big Neapolitan Mastiff a place to rest and relax. You should also pick up this dog brush and massager for your short-haired pup! See all Neapolitan Mastiff dog breed characteristics below! Additional articles that will interest you:",https://cdn3-www.dogtime.com/assets/uploads/2011/01/file_22936_neapolitan-mastiff-460x290.jpg,2,1,4,1,1,2,2,5,4,2,1,3,3,5,3,2,5,5,4,3,3,2,1,1,1,2,3,1,3,4,3,Working Dogs,69.85,72.58,9.0
Miniature Schnauzer,"He a dog breed who’s got it all in one small package: intelligence, affection, an extroverted temperament, humor, and a personality that’s twice as big as he is. Throw in that walrus moustache and quivering enthusiasm, and he’ll make you laugh every day. With a Miniature Schnauzer in the house, you’ll never be alone, not even when you go to the bathroom. He’s got personality-plus, and whether he’s bounding around ahead of you or curled up snoozing on your lap, you’ll never be bored with him around. See all Miniature Schnauzer characteristics below! Additional articles you will be interested in: Adoption Miniature Schnauzer Dog Names More Dog Names Bringing Home Your Dog Help with Training Puppies Housetraining Puppies Feeding a Puppy Dog games for diggers Teaching your dog tricks How to take pictures of your dog",https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_23074_miniature-schnauzer-460x290.jpg,4,3,4,5,4,4,4,5,3,3,3,4,2,1,2,3,4,2,2,5,4,2,4,3,3,4,5,3,5,4,4,Terrier Dogs,,7.03,13.0
Newfoundland,"The Newfoundland is a large, strong dog breed from — wait for it — Newfoundland. He was originally used as a working dog to pull nets for fishermen and haul wood from the forest. He is a capable and hardworking dog, well suited to work on land or water. He is a strong swimmer and equally strong “pack horse.” Sweet-natured and responsive, he makes a wonderful family companion as well. DogTime recommends this big, spacious crate to give your big Newfoundland a place to rest and relax. You should also pick up this dog de-shedder for your high shedding pup! See all Newfoundland characteristics below! Additional articles that will interest you:",https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_22938_newfoundland-460x290.jpg,1,3,4,1,5,2,3,5,5,4,4,5,5,5,2,1,4,5,4,5,4,3,4,4,3,4,3,1,3,4,3,Working Dogs,3.81,56.7,9.0
Morkie,"The Morkie is a mixed breed dog–a cross between the Maltese and the Yorkshire Terrier dog breeds. Small, energetic, and super silly, these pups inherited some of the best qualities from both their parents. This crossbreed is usually referred to as the Morkie, but it is sometimes called the Morkshire Terrier. Despite their unfortunate status as a designer breed, you can find these mixed-breed dogs at shelters and breed-specific rescues. Remember, when you are looking for pets, adopt! Don’t shop! These adorable dogs make excellent apartment pets for urban dwellers, and they tend to thrive in small or single-person households. Morkies can also be on the yappier side , like their parents. If you want an energetic, loving dog who will always want your attention, the Morkie might be the right dog for you. Additional articles you will be interested in:",https://cdn3-www.dogtime.com/assets/uploads/2019/07/morkie-mixed-dog-breed-pictures-cover.jpg,3,2,3,2,2,3,3,4,3,2,3,3,1,1,3,4,4,1,2,3,4,5,3,5,2,4,4,3,4,5,4,Mixed Breed Dogs,15.24,4.54,12.0
Maltese,"A dog breed who’s gentle and fearless, the Maltese greets everyone as a friend. His glamorous white coat gives him a look of haughty nobility, but looks can be deceiving. This is a sprightly, vigorous dog who excels not only as a companion but also as a therapy dog and competitor in such dog sports as agility , obedience, rally, and tracking. But most of all, he loves to be with his people. Everything Maltese Puppies !",https://cdn2-www.dogtime.com/assets/uploads/2011/01/file_23114_maltese-460x290.jpg,5,5,4,1,1,3,3,5,3,4,2,4,2,1,2,3,3,1,2,4,4,3,4,2,1,3,3,3,2,4,3,Companion Dogs,,3.18,13.5
Maltipoo,"Not actually a dog breed per se, the Maltipoo is a popular cross of the Maltese and Poodle , known for his fun-loving and affectionate nature. Active and charming, he can fit into all kinds of homes and families: apartment or house, family with kids or elderly single.",https://cdn2-www.dogtime.com/assets/uploads/2011/01/file_23210_maltipoo-460x290.jpg,5,5,5,1,2,3,4,5,4,4,4,4,1,1,3,2,2,2,2,5,4,3,2,5,4,4,3,3,2,4,3,Hybrid Dogs,,5.67,11.5
Mudi,"Alert, active, and intelligent, the Mudi (pronounced “moody”) is a highly trainable herding dog capable of performing almost any task well, including watchdog duties, hunting, performing in agility and obedience competitions, search and rescue, and more. Also known as the Hungarian Mudi, this breed originated in Hungary where it helped shepherds maintain their flocks, and it was often called the “driver dog.” Even today, Mudis are used in Hungary for their herding abilities and are known to help shepherds with flocks of up to 500 sheep. Even though Mudis have high exercise needs, they can also be calm family companions when they are properly stimulated, both physically and mentally. Train a Mudi with positive reinforcement and don’t rely on punishment or harsh rebukes. If you do, you’ll have a loyal, smart, and loving dog that will protect you and adore you for life.",https://cdn1-www.dogtime.com/assets/uploads/2018/04/mudi-dog-breed-pictures-header-460x260.jpg,2,4,4,2,3,3,3,4,2,2,2,3,3,1,4,4,2,2,3,5,4,3,4,4,4,4,4,2,4,4,4,Herding Dogs,43.18,10.66,13.0
Lowchen,"The Lowchen is a toy dog breed that was developed as a companion dog and still finds itself in this role today. Active and smart, they do very well in dog competitions such as obedience and agility, and surpass the expectations that many have for a family companion.",https://cdn3-www.dogtime.com/assets/uploads/2011/01/file_23156_lowchen-460x290.jpg,5,4,3,1,3,3,3,5,5,4,4,5,3,1,3,5,3,1,3,5,4,3,4,4,5,4,4,3,4,5,4,Companion Dogs,,6.12,14.0
Miniature Pinscher,"The Miniature Pinscher dog breed was originally bred in Germany to hunt vermin, primarily rats, in homes and stables. Many people think that the Miniature Pinscher was developed by breeding Dobermans to progressively smaller sizes, and indeed, the Miniature Pinscher looks similar to a Doberman. However, the Min Pin is a distinct and much older breed. Known as the “King of Toys” for his stately appearance and self-assured attitude, the Miniature Pinscher is a fearless, energetic, and alert companion dog who enjoys the company of his family.",https://cdn2-www.dogtime.com/assets/uploads/2011/01/file_23116_miniature-pinscher-460x290.jpg,5,3,5,2,1,3,3,5,3,2,3,3,2,1,5,3,5,1,3,3,3,2,3,1,5,3,4,3,4,5,4,Companion Dogs,,4.31,12.0
Maltese Shih Tzu,"The Maltese Shih Tzu, also known as the Mal-Shi, Malti zu, and the Malt-Tzu, is a dog breed hybrid. One of the few “designer dogs” not originating with a Poodle , and therefore not one of the ubiquitous “Poo” or “Doodle” hybrids, the adaptable Maltese Shih Tzu is an adorable, sweet little guy with a long name. Created with the same goal as the Doodles — to be a small companion who doesn’t shed much and is therefore more appropriate for people with allergies — the Maltese Shih Tzu is a classic cross, a sweet lapdog who likes to play with the kids.",https://cdn2-www.dogtime.com/assets/uploads/2011/01/file_23216_maltese-shih-tzu-460x290.jpg,5,5,3,3,2,2,3,4,3,3,3,3,1,1,2,2,3,1,2,4,3,4,5,4,1,4,3,2,3,3,3,Hybrid Dogs,,4.08,13.0
